test_form,preds_form,preds_stems,test_stems,shapes
eliçen,eliçen,eliç,eliç,L
eliçen,eliçen,eliç,eliç,L
eliçen,eliçen,eliç,eliç,L
eliçen,eliçen,eliç,eliç,L
eliçen,eliçen,eliç,eliç,L
eliçen,eliçen,eliç,eliç,L
eliçen,eliçen,eliç,eliç,L
eliçen,eliçen,eliç,eliç,L
eliçen,eliçen,eliç,eliç,L
eliçen,eliçen,eliç,eliç,L
eliçen,eliçen,eliç,eliç,L
eliçen,eliçen,eliç,eliç,L
eliçen,eliçen,eliç,eliç,L
eliçen,eliçen,eliç,eliç,L
eliçen,eliçen,eliç,eliç,L
eliçen,eliçen,eliç,eliç,L
eliçen,eliçen,eliç,eliç,L
eliçen,eliçen,eliç,eliç,L
eliçen,eliçen,eliç,eliç,L
eliçen,eliçen,eliç,eliç,L
eliçen,eliçen,eliç,eliç,L
eliçen,eliçen,eliç,eliç,L
eliçen,eliçen,eliç,eliç,L
eliçen,eliçen,eliç,eliç,L
eliçen,eliçen,eliç,eliç,L
eliçen,eliçen,eliç,eliç,L
eliçen,eliçen,eliç,eliç,L
eliçen,eliçen,eliç,eliç,L
eliçen,eliçen,eliç,eliç,L
eliçen,eliçen,eliç,eliç,L
eliçen,eliçen,eliç,eliç,L
eliçen,eliçen,eliç,eliç,L
eliçen,eliçen,eliç,eliç,L
eliçen,eliçen,eliç,eliç,L
eliçen,eliçen,eliç,eliç,L
eliçen,eliçen,eliç,eliç,L
eliçen,eliçen,eliç,eliç,L
eliçen,eliçen,eliç,eliç,L
eliçen,eliçen,eliç,eliç,L
eliçen,eliçen,eliç,eliç,L
eliçen,eliçen,eliç,eliç,L
eliçen,eliçen,eliç,eliç,L
eliçen,eliçen,eliç,eliç,L
eliçen,eliçen,eliç,eliç,L
eliçen,eliçen,eliç,eliç,L
eliçen,eliçen,eliç,eliç,L
eliçen,eliçen,eliç,eliç,L
eliçen,eliçen,eliç,eliç,L
eliçen,eliçen,eliç,eliç,L
eliçen,eliçen,eliç,eliç,L
