test_form,preds_form,preds_stems,test_stems,shapes
peɾmanesejs,pɾemansejs,pɾemans,peɾmanes,L
peɾmanesejs,pɾemansesejs,pɾemanses,peɾmanes,L
peɾmanesejs,pɾemansejs,pɾemans,peɾmanes,L
peɾmanesejs,pɾemaneskajs,pɾemanesk,peɾmanes,L
peɾmanesejs,pɾemaneskajs,pɾemanesk,peɾmanes,L
peɾmanesejs,pɾemanesejs,pɾemanes,peɾmanes,L
peɾmanesejs,pɾemanseskajs,pɾemansesk,peɾmanes,L
peɾmanesejs,pɾemanseskajs,pɾemansesk,peɾmanes,L
peɾmanesejs,pɾemansesejs,pɾemanses,peɾmanes,L
peɾmanesejs,pɾemanesejs,pɾemanes,peɾmanes,L
peɾmanesejs,pɾemanesejs,pɾemanes,peɾmanes,L
peɾmanesejs,pɾemanesejs,pɾemanes,peɾmanes,L
peɾmanesejs,pɾemaneskajs,pɾemanesk,peɾmanes,L
peɾmanesejs,pɾemaneskajs,pɾemanesk,peɾmanes,L
peɾmanesejs,pɾemanesejs,pɾemanes,peɾmanes,L
peɾmanesejs,pɾemaneskajs,pɾemanesk,peɾmanes,L
peɾmanesejs,pɾemaneskajs,pɾemanesk,peɾmanes,L
peɾmanesejs,pɾemanesejs,pɾemanes,peɾmanes,L
peɾmanesejs,pɾemanesejs,pɾemanes,peɾmanes,L
peɾmanesejs,pɾemanesejs,pɾemanes,peɾmanes,L
peɾmanesejs,pɾemaneskajs,pɾemanesk,peɾmanes,L
peɾmanesejs,pɾemaneskajs,pɾemanesk,peɾmanes,L
peɾmanesejs,pɾemaneskajs,pɾemanesk,peɾmanes,L
peɾmanesejs,pɾemaneskajs,pɾemanesk,peɾmanes,L
peɾmanesejs,pɾemaneskajs,pɾemanesk,peɾmanes,L
peɾmanesejs,pɾemaneskajs,pɾemanesk,peɾmanes,L
peɾmanesejs,pɾemanesejs,pɾemanes,peɾmanes,L
peɾmanesejs,pɾemaneskajs,pɾemanesk,peɾmanes,L
peɾmanesejs,pɾemaneskajs,pɾemanesk,peɾmanes,L
peɾmanesejs,pɾemaneskajs,pɾemanesk,peɾmanes,L
peɾmanesejs,pɾemaneskajs,pɾemanesk,peɾmanes,L
peɾmanesejs,pɾemaneskajs,pɾemanesk,peɾmanes,L
peɾmanesejs,pɾemaneskajs,pɾemanesk,peɾmanes,L
peɾmanesejs,pɾemaneskajs,pɾemanesk,peɾmanes,L
peɾmanesejs,pɾemaneskajs,pɾemanesk,peɾmanes,L
peɾmanesejs,pɾemansejs,pɾemans,peɾmanes,L
peɾmanesejs,pɾemaneskajs,pɾemanesk,peɾmanes,L
peɾmanesejs,pɾemaneskajs,pɾemanesk,peɾmanes,L
peɾmanesejs,pɾemansejs,pɾemans,peɾmanes,L
peɾmanesejs,pɾemaneskajs,pɾemanesk,peɾmanes,L
peɾmanesejs,pɾemaneskajs,pɾemanesk,peɾmanes,L
peɾmanesejs,pɾemaneskajs,pɾemanesk,peɾmanes,L
peɾmanesejs,pɾemaneskajs,pɾemanesk,peɾmanes,L
peɾmanesejs,pɾemaneskajs,pɾemanesk,peɾmanes,L
peɾmanesejs,pɾemaneskajs,pɾemanesk,peɾmanes,L
peɾmanesejs,pɾemaneskajs,pɾemanesk,peɾmanes,L
peɾmanesejs,pɾemaneskajs,pɾemanesk,peɾmanes,L
peɾmanesejs,pɾemaneskajs,pɾemanesk,peɾmanes,L
peɾmanesejs,pɾemanesejs,pɾemanes,peɾmanes,L
peɾmanesejs,pɾemaneskajs,pɾemanesk,peɾmanes,L
peɾmanesejs,pɾemaneskajs,pɾemanesk,peɾmanes,L
peɾmanesejs,pɾemaneskajs,pɾemanesk,peɾmanes,L
peɾmanesejs,pɾemaneskajs,pɾemanesk,peɾmanes,L
peɾmanesejs,pɾemaneskajs,pɾemanesk,peɾmanes,L
peɾmanesejs,pɾemaneskajs,pɾemanesk,peɾmanes,L
peɾmanesemos,pɾemansemos,pɾemans,peɾmanes,L
peɾmanesemos,pɾemansemos,pɾemans,peɾmanes,L
peɾmanesemos,pɾemansemos,pɾemans,peɾmanes,L
peɾmanesemos,pɾemansemos,pɾemans,peɾmanes,L
peɾmanesemos,pɾemanseskamos,pɾemansesk,peɾmanes,L
peɾmanesemos,pɾemansemos,pɾemans,peɾmanes,L
peɾmanesemos,pɾemansemos,pɾemans,peɾmanes,L
peɾmanesemos,pɾemansemos,pɾemans,peɾmanes,L
peɾmanesemos,pɾemansemos,pɾemans,peɾmanes,L
peɾmanesemos,pɾemansemos,pɾemans,peɾmanes,L
peɾmanesemos,pɾemansemos,pɾemans,peɾmanes,L
peɾmanesemos,pɾemansemos,pɾemans,peɾmanes,L
peɾmanesemos,pɾemaneskamos,pɾemanesk,peɾmanes,L
peɾmanesemos,pɾemanseskamos,pɾemansesk,peɾmanes,L
peɾmanesemos,pɾemansemos,pɾemans,peɾmanes,L
peɾmanesemos,pɾemanseskamos,pɾemansesk,peɾmanes,L
peɾmanesemos,pɾemansemos,pɾemans,peɾmanes,L
peɾmanesemos,pɾemansemos,pɾemans,peɾmanes,L
peɾmanesemos,pɾemansemos,pɾemans,peɾmanes,L
peɾmanesemos,pɾemansemos,pɾemans,peɾmanes,L
peɾmanesemos,pɾemanseskamos,pɾemansesk,peɾmanes,L
peɾmanesemos,pɾemanseskamos,pɾemansesk,peɾmanes,L
peɾmanesemos,pɾemansesemos,pɾemanses,peɾmanes,L
peɾmanesemos,pɾemanseskamos,pɾemansesk,peɾmanes,L
peɾmanesemos,pɾemanseskamos,pɾemansesk,peɾmanes,L
peɾmanesemos,pɾemanseskamos,pɾemansesk,peɾmanes,L
peɾmanesemos,pɾemanseskamos,pɾemansesk,peɾmanes,L
peɾmanesemos,pɾemanseskamos,pɾemansesk,peɾmanes,L
peɾmanesemos,pɾemanseskamos,pɾemansesk,peɾmanes,L
peɾmanesemos,pɾemanseskamos,pɾemansesk,peɾmanes,L
peɾmanesemos,pɾemanseskamos,pɾemansesk,peɾmanes,L
peɾmanesemos,pɾemanseskamos,pɾemansesk,peɾmanes,L
peɾmanesemos,pɾemanseskamos,pɾemansesk,peɾmanes,L
peɾmanesemos,pɾemanseskamos,pɾemansesk,peɾmanes,L
peɾmanesemos,pɾemaneskamos,pɾemanesk,peɾmanes,L
peɾmanesemos,pɾemansemos,pɾemans,peɾmanes,L
peɾmanesemos,pɾemanseskamos,pɾemansesk,peɾmanes,L
peɾmanesemos,pɾemanseskamos,pɾemansesk,peɾmanes,L
peɾmanesemos,pɾemansemos,pɾemans,peɾmanes,L
peɾmanesemos,pɾemansemos,pɾemans,peɾmanes,L
peɾmanesemos,pɾemanseskon,pɾemanseskon,peɾmanes,L
peɾmanesemos,pɾemaneskamos,pɾemanesk,peɾmanes,L
peɾmanesemos,pɾemanseskamos,pɾemansesk,peɾmanes,L
peɾmanesemos,pɾemaneskamos,pɾemanesk,peɾmanes,L
peɾmanesemos,pɾemanseskamos,pɾemansesk,peɾmanes,L
peɾmanesemos,pɾemaneskamos,pɾemanesk,peɾmanes,L
peɾmanesemos,pɾemaneskamos,pɾemanesk,peɾmanes,L
peɾmanesemos,pɾemaneskamos,pɾemanesk,peɾmanes,L
peɾmanesemos,pɾemaneskamos,pɾemanesk,peɾmanes,L
peɾmanesemos,pɾemanseskamos,pɾemansesk,peɾmanes,L
peɾmanesemos,pɾemanseskamos,pɾemansesk,peɾmanes,L
peɾmanesemos,pɾemanseskamos,pɾemansesk,peɾmanes,L
peɾmanesemos,pɾemanseskamos,pɾemansesk,peɾmanes,L
