test_form,preds_form,preds_stems,test_stems,shapes
indisponejs,indisan,indis,indispon,L
indisponejs,indisan,indis,indispon,L
indisponejs,indisan,indis,indispon,L
indisponejs,indisan,indis,indispon,L
indisponejs,indisan,indis,indispon,L
indisponejs,indisan,indis,indispon,L
indisponejs,indisan,indis,indispon,L
indisponejs,indisan,indis,indispon,L
indisponejs,indisan,indis,indispon,L
indisponejs,indisan,indis,indispon,L
indisponejs,indisan,indis,indispon,L
indisponejs,indisan,indis,indispon,L
indisponejs,indisan,indis,indispon,L
indisponejs,indisan,indis,indispon,L
indisponejs,indisan,indis,indispon,L
indisponejs,indisan,indis,indispon,L
indisponejs,indisan,indis,indispon,L
indisponejs,indisan,indis,indispon,L
indisponejs,indisan,indis,indispon,L
indisponejs,indisan,indis,indispon,L
indisponejs,indisan,indis,indispon,L
indisponejs,indisan,indis,indispon,L
indisponejs,indisan,indis,indispon,L
indisponejs,indisan,indis,indispon,L
indisponejs,indisan,indis,indispon,L
indisponejs,indisan,indis,indispon,L
indisponejs,indisan,indis,indispon,L
indisponejs,indisan,indis,indispon,L
indisponejs,indisan,indis,indispon,L
indisponejs,indisan,indis,indispon,L
indisponejs,indisan,indis,indispon,L
indisponejs,indisan,indis,indispon,L
indisponejs,indisan,indis,indispon,L
indisponejs,indisan,indis,indispon,L
indisponejs,indisan,indis,indispon,L
indisponejs,indisan,indis,indispon,L
indisponejs,indisan,indis,indispon,L
indisponejs,indisan,indis,indispon,L
indisponejs,indisan,indis,indispon,L
indisponejs,indisan,indis,indispon,L
indisponejs,indisan,indis,indispon,L
indisponejs,indisan,indis,indispon,L
indisponejs,indisan,indis,indispon,L
indisponejs,indisan,indis,indispon,L
indisponejs,indisan,indis,indispon,L
indisponejs,indisan,indis,indispon,L
indisponejs,indisan,indis,indispon,L
indisponejs,indisan,indis,indispon,L
indisponejs,indisan,indis,indispon,L
indisponejs,indisan,indis,indispon,L
indisponejs,indisan,indis,indispon,L
indisponejs,indisan,indis,indispon,L
indisponejs,indisan,indis,indispon,L
indisponejs,indisan,indis,indispon,L
indisponejs,indisan,indis,indispon,L
indisponemos,indisan,indis,indispon,L
indisponemos,indisan,indis,indispon,L
indisponemos,indisan,indis,indispon,L
indisponemos,indisan,indis,indispon,L
indisponemos,indisan,indis,indispon,L
indisponemos,indisan,indis,indispon,L
indisponemos,indisan,indis,indispon,L
indisponemos,indisan,indis,indispon,L
indisponemos,indisan,indis,indispon,L
indisponemos,indisan,indis,indispon,L
indisponemos,indisan,indis,indispon,L
indisponemos,indisan,indis,indispon,L
indisponemos,indisan,indis,indispon,L
indisponemos,indisan,indis,indispon,L
indisponemos,indisan,indis,indispon,L
indisponemos,indisan,indis,indispon,L
indisponemos,indisan,indis,indispon,L
indisponemos,indisan,indis,indispon,L
indisponemos,indisan,indis,indispon,L
indisponemos,indisan,indis,indispon,L
indisponemos,indisan,indis,indispon,L
indisponemos,indisan,indis,indispon,L
indisponemos,indisan,indis,indispon,L
indisponemos,indisan,indis,indispon,L
indisponemos,indisan,indis,indispon,L
indisponemos,indisan,indis,indispon,L
indisponemos,indisan,indis,indispon,L
indisponemos,indisan,indis,indispon,L
indisponemos,indisan,indis,indispon,L
indisponemos,indisan,indis,indispon,L
indisponemos,indisan,indis,indispon,L
indisponemos,indisan,indis,indispon,L
indisponemos,indisan,indis,indispon,L
indisponemos,indisan,indis,indispon,L
indisponemos,indisan,indis,indispon,L
indisponemos,indisan,indis,indispon,L
indisponemos,indisan,indis,indispon,L
indisponemos,indisan,indis,indispon,L
indisponemos,indisan,indis,indispon,L
indisponemos,indisan,indis,indispon,L
indisponemos,indisan,indis,indispon,L
indisponemos,indisan,indis,indispon,L
indisponemos,indisan,indis,indispon,L
indisponemos,indisan,indis,indispon,L
indisponemos,indisan,indis,indispon,L
indisponemos,indisan,indis,indispon,L
indisponemos,indisan,indis,indispon,L
indisponemos,indisan,indis,indispon,L
indisponemos,indisan,indis,indispon,L
indisponemos,indisan,indis,indispon,L
indisponemos,indisan,indis,indispon,L
indisponemos,indisan,indis,indispon,L
indisponemos,indisan,indis,indispon,L
indisponemos,indisan,indis,indispon,L
indisponemos,indisan,indis,indispon,L
indisponen,indisan,indis,indispon,L
indisponen,indisan,indis,indispon,L
indisponen,indisan,indis,indispon,L
indisponen,indisan,indis,indispon,L
indisponen,indisan,indis,indispon,L
indisponen,indisan,indis,indispon,L
indisponen,indisan,indis,indispon,L
indisponen,indisan,indis,indispon,L
indisponen,indisan,indis,indispon,L
indisponen,indisan,indis,indispon,L
indisponen,indisan,indis,indispon,L
indisponen,indisan,indis,indispon,L
indisponen,indisan,indis,indispon,L
indisponen,indisan,indis,indispon,L
indisponen,indisan,indis,indispon,L
indisponen,indisan,indis,indispon,L
indisponen,indisan,indis,indispon,L
indisponen,indisan,indis,indispon,L
indisponen,indisan,indis,indispon,L
indisponen,indisan,indis,indispon,L
indisponen,indisan,indis,indispon,L
indisponen,indisan,indis,indispon,L
indisponen,indisan,indis,indispon,L
indisponen,indisan,indis,indispon,L
indisponen,indisan,indis,indispon,L
indisponen,indisan,indis,indispon,L
indisponen,indisan,indis,indispon,L
indisponen,indisan,indis,indispon,L
indisponen,indisan,indis,indispon,L
indisponen,indisan,indis,indispon,L
indisponen,indisan,indis,indispon,L
indisponen,indisan,indis,indispon,L
indisponen,indisan,indis,indispon,L
indisponen,indisan,indis,indispon,L
indisponen,indisan,indis,indispon,L
indisponen,indisan,indis,indispon,L
indisponen,indisan,indis,indispon,L
indisponen,indisan,indis,indispon,L
indisponen,indisan,indis,indispon,L
indisponen,indisan,indis,indispon,L
indisponen,indisan,indis,indispon,L
indisponen,indisan,indis,indispon,L
indisponen,indisan,indis,indispon,L
indisponen,indisan,indis,indispon,L
indisponen,indisan,indis,indispon,L
indisponen,indisan,indis,indispon,L
indisponen,indisan,indis,indispon,L
indisponen,indisan,indis,indispon,L
indisponen,indisan,indis,indispon,L
indisponen,indisan,indis,indispon,L
indisponen,indisan,indis,indispon,L
indisponen,indisan,indis,indispon,L
indisponen,indisan,indis,indispon,L
indisponen,indisan,indis,indispon,L
indisponen,indisan,indis,indispon,L
indispones,indisan,indis,indispon,L
indispones,indisan,indis,indispon,L
indispones,indisan,indis,indispon,L
indispones,indisan,indis,indispon,L
indispones,indisan,indis,indispon,L
indispones,indisan,indis,indispon,L
indispones,indisan,indis,indispon,L
indispones,indisan,indis,indispon,L
indispones,indisan,indis,indispon,L
indispones,indisan,indis,indispon,L
indispones,indisan,indis,indispon,L
indispones,indisan,indis,indispon,L
indispones,indisan,indis,indispon,L
indispones,indisan,indis,indispon,L
indispones,indisan,indis,indispon,L
indispones,indisan,indis,indispon,L
indispones,indisan,indis,indispon,L
indispones,indisan,indis,indispon,L
indispones,indisan,indis,indispon,L
indispones,indisan,indis,indispon,L
indispones,indisan,indis,indispon,L
indispones,indisan,indis,indispon,L
indispones,indisan,indis,indispon,L
indispones,indisan,indis,indispon,L
indispones,indisan,indis,indispon,L
indispones,indisan,indis,indispon,L
indispones,indisan,indis,indispon,L
indispones,indisan,indis,indispon,L
indispones,indisan,indis,indispon,L
indispones,indisan,indis,indispon,L
indispones,indisan,indis,indispon,L
indispones,indisan,indis,indispon,L
indispones,indisan,indis,indispon,L
indispones,indisan,indis,indispon,L
indispones,indisan,indis,indispon,L
indispones,indisan,indis,indispon,L
indispones,indisan,indis,indispon,L
indispones,indisan,indis,indispon,L
indispones,indisan,indis,indispon,L
indispones,indisan,indis,indispon,L
indispones,indisan,indis,indispon,L
indispones,indisan,indis,indispon,L
indispones,indisan,indis,indispon,L
indispones,indisan,indis,indispon,L
indispones,indisan,indis,indispon,L
indispones,indisan,indis,indispon,L
indispones,indisan,indis,indispon,L
indispones,indisan,indis,indispon,L
indispones,indisan,indis,indispon,L
indispones,indisan,indis,indispon,L
indispones,indisan,indis,indispon,L
indispones,indisan,indis,indispon,L
indispones,indisan,indis,indispon,L
indispones,indisan,indis,indispon,L
indispones,indisan,indis,indispon,L
indispone,indisan,indis,indispon,L
indispone,indisan,indis,indispon,L
indispone,indisan,indis,indispon,L
indispone,indisan,indis,indispon,L
indispone,indisan,indis,indispon,L
indispone,indisan,indis,indispon,L
indispone,indisan,indis,indispon,L
indispone,indisan,indis,indispon,L
indispone,indisan,indis,indispon,L
indispone,indisan,indis,indispon,L
indispone,indisan,indis,indispon,L
indispone,indisan,indis,indispon,L
indispone,indisan,indis,indispon,L
indispone,indisan,indis,indispon,L
indispone,indisan,indis,indispon,L
indispone,indisan,indis,indispon,L
indispone,indisan,indis,indispon,L
indispone,indisan,indis,indispon,L
indispone,indisan,indis,indispon,L
indispone,indisan,indis,indispon,L
indispone,indisan,indis,indispon,L
indispone,indisan,indis,indispon,L
indispone,indisan,indis,indispon,L
indispone,indisan,indis,indispon,L
indispone,indisan,indis,indispon,L
indispone,indisan,indis,indispon,L
