lemma,target_tag,correct,total,accuracy
b e n d e s ˈi ɾ,V;IND;PRS;1;PL,10,55,18.18
b e n d e s ˈi ɾ,V;IND;PRS;1;SG,15,55,27.27
b e n d e s ˈi ɾ,V;IND;PRS;2;PL,8,55,14.55
b e n d e s ˈi ɾ,V;IND;PRS;2;SG,15,55,27.27
b e n d e s ˈi ɾ,V;IND;PRS;3;PL,15,55,27.27
b e n d e s ˈi ɾ,V;IND;PRS;3;SG,15,55,27.27
b e n d e s ˈi ɾ,V;SBJV;PRS;1;PL,15,55,27.27
b e n d e s ˈi ɾ,V;SBJV;PRS;1;SG,15,55,27.27
b e n d e s ˈi ɾ,V;SBJV;PRS;2;PL,0,55,0.0
b e n d e s ˈi ɾ,V;SBJV;PRS;2;SG,15,55,27.27
b e n d e s ˈi ɾ,V;SBJV;PRS;3;PL,15,55,27.27
b e n d e s ˈi ɾ,V;SBJV;PRS;3;SG,15,55,27.27
d e b e n ˈi ɾ,V;IND;PRS;1;PL,55,55,100.0
d e b e n ˈi ɾ,V;IND;PRS;1;SG,46,55,83.64
d e b e n ˈi ɾ,V;IND;PRS;2;PL,55,55,100.0
d e b e n ˈi ɾ,V;IND;PRS;2;SG,0,55,0.0
d e b e n ˈi ɾ,V;IND;PRS;3;PL,0,55,0.0
d e b e n ˈi ɾ,V;IND;PRS;3;SG,1,55,1.82
d e b e n ˈi ɾ,V;SBJV;PRS;1;PL,53,55,96.36
d e b e n ˈi ɾ,V;SBJV;PRS;1;SG,54,55,98.18
d e b e n ˈi ɾ,V;SBJV;PRS;2;PL,49,55,89.09
d e b e n ˈi ɾ,V;SBJV;PRS;2;SG,52,55,94.55
d e b e n ˈi ɾ,V;SBJV;PRS;3;PL,52,55,94.55
d e b e n ˈi ɾ,V;SBJV;PRS;3;SG,54,55,98.18
e m u n ç ˈe ɾ,V;IND;PRS;1;PL,54,55,98.18
e m u n ç ˈe ɾ,V;IND;PRS;1;SG,55,55,100.0
e m u n ç ˈe ɾ,V;IND;PRS;2;PL,55,55,100.0
e m u n ç ˈe ɾ,V;IND;PRS;2;SG,55,55,100.0
e m u n ç ˈe ɾ,V;IND;PRS;3;PL,54,55,98.18
e m u n ç ˈe ɾ,V;IND;PRS;3;SG,55,55,100.0
e m u n ç ˈe ɾ,V;SBJV;PRS;1;PL,55,55,100.0
e m u n ç ˈe ɾ,V;SBJV;PRS;1;SG,55,55,100.0
e m u n ç ˈe ɾ,V;SBJV;PRS;2;PL,55,55,100.0
e m u n ç ˈe ɾ,V;SBJV;PRS;2;SG,55,55,100.0
e m u n ç ˈe ɾ,V;SBJV;PRS;3;PL,55,55,100.0
e m u n ç ˈe ɾ,V;SBJV;PRS;3;SG,55,55,100.0
e n k a n e s ˈe ɾ,V;IND;PRS;1;PL,55,55,100.0
e n k a n e s ˈe ɾ,V;IND;PRS;1;SG,55,55,100.0
e n k a n e s ˈe ɾ,V;IND;PRS;2;PL,55,55,100.0
e n k a n e s ˈe ɾ,V;IND;PRS;2;SG,51,55,92.73
e n k a n e s ˈe ɾ,V;IND;PRS;3;PL,45,55,81.82
e n k a n e s ˈe ɾ,V;IND;PRS;3;SG,48,55,87.27
e n k a n e s ˈe ɾ,V;SBJV;PRS;1;PL,55,55,100.0
e n k a n e s ˈe ɾ,V;SBJV;PRS;1;SG,55,55,100.0
e n k a n e s ˈe ɾ,V;SBJV;PRS;2;PL,55,55,100.0
e n k a n e s ˈe ɾ,V;SBJV;PRS;2;SG,52,55,94.55
e n k a n e s ˈe ɾ,V;SBJV;PRS;3;PL,52,55,94.55
e n k a n e s ˈe ɾ,V;SBJV;PRS;3;SG,55,55,100.0
e n s o ɾ d e s ˈe ɾ,V;IND;PRS;1;PL,55,55,100.0
e n s o ɾ d e s ˈe ɾ,V;IND;PRS;1;SG,55,55,100.0
e n s o ɾ d e s ˈe ɾ,V;IND;PRS;2;PL,55,55,100.0
e n s o ɾ d e s ˈe ɾ,V;IND;PRS;2;SG,55,55,100.0
e n s o ɾ d e s ˈe ɾ,V;IND;PRS;3;PL,55,55,100.0
e n s o ɾ d e s ˈe ɾ,V;IND;PRS;3;SG,55,55,100.0
e n s o ɾ d e s ˈe ɾ,V;SBJV;PRS;1;PL,53,55,96.36
e n s o ɾ d e s ˈe ɾ,V;SBJV;PRS;1;SG,55,55,100.0
e n s o ɾ d e s ˈe ɾ,V;SBJV;PRS;2;PL,55,55,100.0
e n s o ɾ d e s ˈe ɾ,V;SBJV;PRS;2;SG,55,55,100.0
e n s o ɾ d e s ˈe ɾ,V;SBJV;PRS;3;PL,55,55,100.0
e n s o ɾ d e s ˈe ɾ,V;SBJV;PRS;3;SG,55,55,100.0
k o n b e n s ˈe ɾ,V;IND;PRS;1;PL,41,55,74.55
k o n b e n s ˈe ɾ,V;IND;PRS;1;SG,37,55,67.27
k o n b e n s ˈe ɾ,V;IND;PRS;2;PL,19,55,34.55
k o n b e n s ˈe ɾ,V;IND;PRS;2;SG,0,55,0.0
k o n b e n s ˈe ɾ,V;IND;PRS;3;PL,0,55,0.0
k o n b e n s ˈe ɾ,V;IND;PRS;3;SG,0,55,0.0
k o n b e n s ˈe ɾ,V;SBJV;PRS;1;PL,2,55,3.64
k o n b e n s ˈe ɾ,V;SBJV;PRS;1;SG,29,55,52.73
k o n b e n s ˈe ɾ,V;SBJV;PRS;2;PL,0,55,0.0
k o n b e n s ˈe ɾ,V;SBJV;PRS;2;SG,38,55,69.09
k o n b e n s ˈe ɾ,V;SBJV;PRS;3;PL,34,55,61.82
k o n b e n s ˈe ɾ,V;SBJV;PRS;3;SG,30,55,54.55
o f ɾ e s ˈe ɾ,V;IND;PRS;1;PL,34,55,61.82
o f ɾ e s ˈe ɾ,V;IND;PRS;1;SG,42,55,76.36
o f ɾ e s ˈe ɾ,V;IND;PRS;2;PL,29,55,52.73
o f ɾ e s ˈe ɾ,V;IND;PRS;2;SG,18,55,32.73
o f ɾ e s ˈe ɾ,V;IND;PRS;3;PL,14,55,25.45
o f ɾ e s ˈe ɾ,V;IND;PRS;3;SG,12,55,21.82
o f ɾ e s ˈe ɾ,V;SBJV;PRS;1;PL,55,55,100.0
o f ɾ e s ˈe ɾ,V;SBJV;PRS;1;SG,42,55,76.36
o f ɾ e s ˈe ɾ,V;SBJV;PRS;2;PL,40,55,72.73
o f ɾ e s ˈe ɾ,V;SBJV;PRS;2;SG,40,55,72.73
o f ɾ e s ˈe ɾ,V;SBJV;PRS;3;PL,41,55,74.55
o f ɾ e s ˈe ɾ,V;SBJV;PRS;3;SG,41,55,74.55
