lemma,correct,total,accuracy
t ɾ a s p o n ˈe ɾ,660,660,100.0
d e s k o s ˈe ɾ,275,275,100.0
f u n ç ˈi ɾ,660,660,100.0
m u l ç ˈe ɾ,660,660,100.0
p ɾ o b e n ˈi ɾ,660,660,100.0
p ɾ o p o n ˈe ɾ,660,660,100.0
ɾ e k o m p o n ˈe ɾ,660,660,100.0
p u n ç ˈi ɾ,660,660,100.0
d e d u s ˈi ɾ,660,660,100.0
k o ç ˈe ɾ,660,660,100.0
d e b e n ˈi ɾ,660,660,100.0
k o m p o n ˈe ɾ,660,660,100.0
a f l i ç ˈi ɾ,660,660,100.0
k o l e ç ˈi ɾ,660,660,100.0
a b s t ɾ a ˈe ɾ,660,660,100.0
k o n t e n ˈe ɾ,660,660,100.0
s i ɾ k u n b e n ˈi ɾ,660,660,100.0
u n s ˈi ɾ,658,660,99.7
i n d u s ˈi ɾ,658,660,99.7
d e s a p a ɾ e s ˈe ɾ,657,660,99.55
ɾ e t e n ˈe ɾ,656,660,99.39
p a d e s ˈe ɾ,656,660,99.39
s o b ɾ e k o ç ˈe ɾ,648,660,98.18
e n l u s ˈi ɾ,645,660,97.73
d e s p a ɾ e s ˈe ɾ,645,660,97.73
ɾ e s t ɾ i n ç ˈi ɾ,642,660,97.27
d e s l u s ˈi ɾ,640,660,96.97
ɾ e k ɾ u d e s ˈe ɾ,636,660,96.36
a s t ɾ i n ç ˈi ɾ,635,660,96.21
e n f u ɾ e s ˈe ɾ,625,660,94.7
e m e ɾ ç ˈe ɾ,624,660,94.55
m u l s ˈe ɾ,621,660,94.09
m a l d e s ˈi ɾ,608,660,92.12
l u s ˈi ɾ,602,660,91.21
p a l i d e s ˈe ɾ,592,660,89.7
ɡ w a ɾ e s ˈe ɾ,587,660,88.94
a m a n e s ˈe ɾ,566,660,85.76
e n ɾ i k e s ˈe ɾ,553,660,83.79
a t a ɾ d e s ˈe ɾ,551,660,83.48
e l i ç ˈi ɾ,550,660,83.33
e n n e ɡ ɾ e s ˈe ɾ,548,660,83.03
ɾ e f u l ç ˈi ɾ,547,660,82.88
e n a ɾ d e s ˈe ɾ,539,660,81.67
a b e n ˈi ɾ,517,660,78.33
x a k ˈi ɾ,515,660,78.03
k o n o s ˈe ɾ,515,660,78.03
d e s a ɡ ɾ a d e s ˈe ɾ,431,660,65.3
k o r e ç ˈi ɾ,380,660,57.58
s a l ˈi ɾ,379,660,57.42
k o n t ɾ a d e s ˈi ɾ,354,660,53.64
d e s b a n e s ˈe ɾ,352,660,53.33
b a l ˈe ɾ,348,660,52.73
e n m o e s ˈe ɾ,262,660,39.7
ɾ e k o ç ˈe ɾ,222,660,33.64
e n s e ɡ e s ˈe ɾ,186,660,28.18
e n b a n e s ˈe ɾ,114,660,17.27
a d ʃ a s ˈe ɾ,0,660,0.0
d e s f a b o ɾ e s ˈe ɾ,0,660,0.0
k o n b e n s ˈe ɾ,0,660,0.0
