lemma,correct,total,accuracy
p e ɾ m a n e s ˈe ɾ,660,660,100.0
k o n d e s ˈi ɾ,660,660,100.0
f a b o ɾ e s ˈe ɾ,660,660,100.0
e n b i l e s ˈe ɾ,660,660,100.0
e k s t ɾ a ˈe ɾ,660,660,100.0
a m a n e s ˈe ɾ,660,660,100.0
ɾ e d e s ˈi ɾ,660,660,100.0
e s k a ɾ n e s ˈe ɾ,660,660,100.0
k o l e ç ˈi ɾ,660,660,100.0
f u n ç ˈi ɾ,660,660,100.0
e s p a ɾ s ˈi ɾ,660,660,100.0
e n f l a k e s ˈe ɾ,660,660,100.0
f e n e s ˈe ɾ,660,660,100.0
d e t ɾ a ˈe ɾ,660,660,100.0
e n t e ɾ n e s ˈe ɾ,660,660,100.0
p a d e s ˈe ɾ,660,660,100.0
a t ɾ a ˈe ɾ,660,660,100.0
k a ɾ e s ˈe ɾ,660,660,100.0
ɾ e s u ɾ ç ˈi ɾ,660,660,100.0
p ɾ e s u p o n ˈe ɾ,660,660,100.0
ɾ e k o n d u s ˈi ɾ,660,660,100.0
d e s p a ɾ e s ˈe ɾ,660,660,100.0
e n s o m b ɾ e s ˈe ɾ,655,660,99.24
f ɾ a n ç ˈi ɾ,640,660,96.97
u n s ˈi ɾ,556,660,84.24
ɾ e l u s ˈi ɾ,550,660,83.33
s u ɾ s ˈi ɾ,483,660,73.18
o b t e n ˈe ɾ,421,660,63.79
k o d i ɾ i ç ˈi ɾ,416,660,63.03
d e s a s ˈe ɾ,248,660,37.58
e x e ɾ s ˈe ɾ,238,660,36.06
k o n t ɾ a a s ˈe ɾ,0,660,0.0
e k i b a l ˈe ɾ,0,660,0.0
